"text","created_at","retweet_count","favorite_count","display_text_width"
"Twitter is out of control, made possible through the government gift of Section 230!",2020-11-06 07:23:33,51941,275484,84
"I easily WIN the Presidency of the United States with LEGAL VOTES CAST. The OBSERVERS were not allowed, in any way, shape, or form, to do their job and therefore, votes accepted during this period must be determined to be ILLEGAL VOTES. U.S. Supreme Court should decide!",2020-11-06 07:22:47,0,0,270
"So now the Democrats are working to gain control of the U.S. Senate through their actions on John James, David Perdue, and more. Would End the Filibuster, “Life”, 2A, and would Pack and Rotate the Court. Presidency becomes even more important. We will win!",2020-11-06 07:20:19,38942,191015,256
"https://t.co/11BmRoMKa3",2020-11-06 02:38:49,0,0,23
"https://t.co/U4x4etE097",2020-11-06 02:38:43,0,0,23
"https://t.co/ityeypdGDi",2020-11-06 02:38:34,26763,134737,23
"https://t.co/HhiK6eDVds",2020-11-06 02:38:01,0,0,23
"News Conference at 6:30 P.M.",2020-11-05 23:26:07,38914,343906,28
"STOP THE FRAUD!",2020-11-05 17:21:45,0,0,15
"All of the recent Biden claimed States will be legally challenged by us for Voter Fraud and State Election Fraud. Plenty of proof - just check out the Media. WE WILL WIN! America First!",2020-11-05 16:22:46,0,0,185
"Big legal win in Pennsylvania!",2020-11-05 16:07:27,83257,636370,30
"Jobless Claims Dip to 751,000, Lowest Since March https://t.co/dzuJpS78nb via @BreitbartNews",2020-11-05 15:38:45,23046,130361,92
"Fmr NV AG Laxalt: ‘No Question‘ Trump Would Have Won Nevada ‘Convincingly‘ Without Mail-in Voting https://t.co/pm4Wpfr6x0 via @BreitbartNews",2020-11-05 15:37:40,26328,116596,140
"ANY VOTE THAT CAME IN AFTER ELECTION DAY WILL NOT BE COUNTED!",2020-11-05 15:09:19,0,0,61
"STOP THE COUNT!",2020-11-05 14:12:37,116325,707785,15
"Detroit Absentee Ballot Counting Chaos, Blocked Windows and Observers https://t.co/KzIwhbQrDt via @BreitbartNews",2020-11-05 00:01:07,70850,246560,112
"Demands Arise for PA Attorney General to ‘Step Aside‘ https://t.co/jrED09zpK1 via @BreitbartNews",2020-11-05 00:00:05,43981,170074,96
"Our lawyers have asked for “meaningful access”, but what good does that do? The damage has already been done to the integrity of our system, and to the Presidential Election itself. This is what should be discussed!",2020-11-04 23:24:59,91709,530766,215
".....there was a large number of secretly dumped ballots as has been widely reported!",2020-11-04 21:56:11,0,0,85
"We have claimed, for Electoral Vote purposes, the Commonwealth of Pennsylvania (which won’t allow legal observers) the State of Georgia, and the State of North Carolina, each one of which has a BIG Trump lead. Additionally, we hereby claim the State of Michigan if, in fact,.....",2020-11-04 21:56:10,74383,353182,279
"We are winning Pennsylvania big, but the PA Secretary of State just announced that there are “Millions of ballots left to be counted.”",2020-11-04 18:52:32,63696,388819,134
"Wow! It looks like Michigan has now found the ballots necessary to keep a wonderful young man, John James, out of the U.S. Senate. What a terrible thing is happening!",2020-11-04 18:43:43,77508,418193,166
"They are working hard to make up 500,000 vote advantage in Pennsylvania disappear — ASAP. Likewise, Michigan and others!",2020-11-04 17:01:15,0,0,120
"They are finding Biden votes all over the place — in Pennsylvania, Wisconsin, and Michigan. So bad for our Country!",2020-11-04 16:55:31,102757,625631,115
"WHAT IS THIS ALL ABOUT? https://t.co/6487pYLZnL",2020-11-04 15:35:15,43061,160696,23
"How come every time they count Mail-In ballot dumps they are so devastating in their percentage and power of destruction?",2020-11-04 15:17:14,87816,549554,121
"Last night I was leading, often solidly, in many key States, in almost all instances Democrat run &amp; controlled. Then, one by one, they started to magically disappear as surprise ballot dumps were counted. VERY STRANGE, and the “pollsters” got it completely &amp; historically wrong!",2020-11-04 15:04:04,0,0,286
"We are up BIG, but they are trying to STEAL the Election. We will never let them do it. Votes cannot be cast after the Polls are closed!",2020-11-04 05:49:04,0,0,136
"I will be making a statement tonight. A big WIN!",2020-11-04 05:45:53,133951,925759,48
"WE ARE LOOKING REALLY GOOD ALL OVER THE COUNTRY. THANK YOU!",2020-11-03 23:15:55,109889,960427,59
"Get out &amp; VOTE! Under my Administration, our ECONOMY is growing at the fastest rate EVER at 33.1%. Next year will be the GREATEST ECONOMIC YEAR in American History!

Find your polling place below. https://t.co/OODmll3Snt",2020-11-03 20:37:24,28676,184261,224
"https://t.co/zX4bqgtWqH",2020-11-03 18:22:25,24638,137168,23
"https://t.co/SMaOF79kPV",2020-11-03 18:22:16,29525,151360,23
"A parade for me in Nigeria, a great honor! https://t.co/EHiSQMFvSZ",2020-11-03 17:38:29,86908,512407,66
"https://t.co/oLOa4kC1i0",2020-11-03 16:53:54,39951,206033,23
"https://t.co/gsFSghkmdM",2020-11-03 14:04:57,19866,133250,23
"VOTE! VOTE! VOTE!
https://t.co/85ySh1KYkh",2020-11-03 07:57:08,170048,897111,41
"Thank you Matt! https://t.co/hWiyWpvf8o",2020-11-03 07:30:20,16596,116940,15
"Thank you Paris. Keep up the GREAT work! https://t.co/jPT046qOTU",2020-11-03 07:28:18,16846,119850,40
"To all of our supporters: thank you from the bottom of my heart. You have been there from the beginning, and I will never let you down. Your hopes are my hopes, your dreams are my dreams, and your future is what I am fighting for every single day! https://t.co/gsFSghkmdM https://t.co/fLek4keQ1t",2020-11-03 07:01:28,62352,310574,271
"Thank you Brad! https://t.co/Rdcp9D76Ol",2020-11-03 07:00:06,7452,52407,15
"https://t.co/hLuyRy0WNU",2020-11-03 06:42:56,9416,62312,23
"https://t.co/tyZW5hYRIY",2020-11-03 06:42:07,7715,48343,23
"https://t.co/mpusBndpcH",2020-11-03 06:41:58,7789,49871,23
"THANK YOU MICHIGAN!
https://t.co/uKkJz6ioO2",2020-11-03 06:31:43,12610,75905,43
"Our prayers are with the people of Vienna after yet another vile act of terrorism in Europe. These evil attacks against innocent people must stop. The U.S. stands with Austria, France, and all of Europe in the fight against terrorists, including radical Islamic terrorists.",2020-11-03 04:25:17,39820,239471,273
"Heading to GRAND RAPIDS, MICHIGAN after a great evening in KENOSHA, WISCONSIN! Get out and VOTE tomorrow, let’s MAKE AMERICA GREAT AGAIN! https://t.co/k6vyL1hLqL",2020-11-03 04:02:55,18225,107078,161
"A vote for Sleepy Joe Biden is a vote to give control of government over to Globalists, Communists, Socialists, and Wealthy Liberal Hypocrites who want to silence, censor, cancel, and punish you. Get out and VOTE #MAGA tomorrow! https://t.co/gsFSghkmdM",2020-11-03 03:45:50,17099,77480,252
"Biden has vowed to ABOLISH the American oil and natural gas industries, and BAN fracking. As long as I am President, we will remain the number one producer of oil and natural gas on earth – and we will remain Energy Independent! https://t.co/gsFSghkmdM https://t.co/v1RYeAvhC4",2020-11-03 03:43:23,14467,69830,252
"A vote for me and the Republican Party is a vote for the American Dream! Over the next four years, we will make America into the Manufacturing Superpower of the World, and we will end our reliance on China once and for all. https://t.co/gsFSghkmdM https://t.co/S7PAIqWd0y",2020-11-03 03:37:14,18803,97825,247
"I am asking you to go VOTE for your favorite president, we still have work to do! Let’s WIN, WIN, WIN! https://t.co/ysLmOS689V",2020-11-03 03:33:39,16908,92702,126
"https://t.co/hIQJEO7JOY",2020-11-03 03:32:20,7710,46589,23
"https://t.co/JXkiePOLMb",2020-11-03 03:32:11,7324,44515,23
"THANK YOU WISCONSIN! 
https://t.co/oqG7u6KAiq",2020-11-03 03:30:45,9453,59237,45
"https://t.co/fKMVDC5vXT",2020-11-03 01:41:52,12104,56909,23
"The Supreme Court decision on voting in Pennsylvania is a VERY dangerous one. It will allow rampant and unchecked cheating and will undermine our entire systems of laws. It will also induce violence in the streets. Something must be done!",2020-11-03 01:02:36,0,0,238
"https://t.co/gsFSghkmdM https://t.co/09vZvRrS1V",2020-11-03 00:53:04,14290,79237,23
"THANK YOU MICHIGAN! Tomorrow, you have the power, with your vote, to save AMERICA! So get your friends, get your family, get your neighbors and co-workers, and GET OUT AND VOTE! Together, WE will MAKE AMERICA GREAT AGAIN! https://t.co/r51nIlOrKx",2020-11-03 00:46:59,18676,85872,245
"Over the next 4 years, we will teach our children to love our Country, honor our history, and always respect our great American Flag—and with God’s help, we will defend the right to life, religious liberty, and the right to KEEP AND BEAR ARMS! https://t.co/gsFSghkmdM",2020-11-03 00:43:24,16475,76228,267
"For 47 years, Joe Biden viciously attacked Black Americans. He called young black men “super predators.” To every black American: I am asking for your vote. This is your one and only chance to show Sleepy Joe what you think of his decision to attack you, jail you, and betray you!",2020-11-03 00:42:12,38759,186059,280
"Joe Biden would increase refugees from terrorist nations by 700%. His plan would overwhelm your communities and turn Michigan, Minnesota, Wisconsin and the entire Midwest into a refugee camp. I am protecting your families and keeping Radical Islamic Terrorists OUT of our Country!",2020-11-03 00:40:43,28044,133992,280
"A vote for Joe Biden is a vote to extinguish and eradicate your state’s auto industry. Biden is a corrupt politician who SOLD OUT Michigan to CHINA. Biden is the living embodiment of the decrepit and depraved political class that got rich bleeding America Dry!",2020-11-03 00:40:16,23024,113042,260
"I just signed an executive order to teach our students PRO-AMERICAN Values! https://t.co/WjPo7Qgooz",2020-11-03 00:36:58,17437,91139,99
"Sleepy Joe Biden has vowed to ABOLISH the American oil and natural gas industries, and BAN fracking. Biden’s energy ban will send every state into crushing poverty, from Michigan, to Wisconsin to Arizona to Pennsylvania. https://t.co/gsFSghkmdM",2020-11-03 00:33:09,9878,46100,244
"https://t.co/yxoigJdsMz",2020-11-03 00:31:26,7603,43832,23
"Just landed in Traverse City, Michigan. Big crowd!",2020-11-02 22:39:44,22038,224662,50
"¡Mi #AmericanDreamPlan es una promesa para los hispanoamericanos de impulsar una economía próspera, proveer oportunidades de educación para todos, preservar la libertad y apoyar la fe, la familia y la comunidad! https://t.co/RSuEyIFQ0W",2020-11-02 22:24:45,18421,90027,235
"My #AmericanDreamPlan is a promise to Hispanic Americans to fuel a thriving economy, provide education opportunity for all, preserve freedom, and support faith, family, and community! 
https://t.co/5VPkbZPavC",2020-11-02 22:23:29,13903,71672,208
"As Christians throughout this great Country celebrate All Souls Day, let’s remember those who went before us and built this great nation. May their legacy inspire us as we keep our nation what it has always been: blessed and great!",2020-11-02 22:12:45,26359,149105,231
"For years you had a President who apologized for America – now you have a President who is standing up for America, and standing up for PENNSYLVANIA. Tomorrow, you have the power, with your vote, to save AMERICA! GET OUT AND VOTE!! #MAGA https://t.co/Sx0PBaplkJ",2020-11-02 21:49:08,15017,69247,261
"With your VOTE, we will continue to cut your taxes and regs, support our police, support our military, protect your 2A, defend religious liberty &amp; ensure more products are proudly stamped MADE IN THE USA! Next year will be the greatest economic year in the history of our Country! https://t.co/xiOTYudYic",2020-11-02 21:46:29,13865,67729,284
"...no future for America’s youth. A vote for Biden is a vote for Lockdowns, Layoffs and Misery. Get out and VOTE tomorrow! https://t.co/gsFSghkmdM",2020-11-02 21:33:21,9696,48522,146
"Joe Biden is promising to delay the vaccine and turn America into a prison state—locking you in your home while letting far-left rioters roam free. The Biden Lockdown will mean no school, no graduations, no weddings, no Thanksgiving, no Christmas, no Fourth of July, and...",2020-11-02 21:33:20,28812,121550,273
"If I don’t sound like a typical Washington politician, it’s because I’m NOT a politician. If I don’t always play by the rules of the Washington Establishment, it’s because I was elected to fight for YOU, harder than anyone ever has before! https://t.co/gsFSghkmdM https://t.co/eVdVbUUwPM",2020-11-02 21:30:19,13078,63563,263
"Yesterday, I was thrilled to be endorsed by the Pittsburgh Post-Gazette, the first time the paper has endorsed a Republican for president in half a century. Thank you! #MAGA https://t.co/hwwazi2SQY",2020-11-02 21:24:49,10189,53729,197
"...He was a cheerleader for NAFTA and China’s entry into the WTO. Pennsylvania lost half of its manufacturing jobs after those Biden Calamities. Joe Biden is a corrupt politician who SOLD OUT Pennsylvania to CHINA!",2020-11-02 21:24:03,10668,51942,214
"Joe Biden is a globalist who spent 47 years outsourcing your jobs, opening your borders, and sacrificing American blood and treasure in endless foreign wars. He shuttered your steel mills, annihilated your coal jobs, and supported every disastrous trade deal for half a century...",2020-11-02 21:24:02,24435,111013,280
"Joe Biden’s plan to BAN FRACKING is an Economic DEATH SENTENCE for Pennsylvania. A vote for Biden is a vote to Ban Fracking, Outlaw Mining, explode energy costs, and totally DESTROY Pennsylvania. Get out tomorrow and VOTE #TrumpPence2020! https://t.co/niFJw558En",2020-11-02 21:20:15,8754,40297,262
"https://t.co/cnRzJEwXKO",2020-11-02 21:18:34,6738,37398,23
"THANK YOU PENNSYLVANIA!
https://t.co/pI55IZbmJ1",2020-11-02 21:17:31,9697,55390,47
"I gave Maine everything that Obama/Biden took away from it. 5000 square miles, Lobster, Fishing, ended tariffs from China and E.U. and much more. Vote Trump Maine!",2020-11-02 19:29:20,19397,103827,163
"Landing in Scranton, Pennsylvania!",2020-11-02 19:24:45,13749,146569,34
"Just signed an order to establish the 1776 Commission. We will stop the radical indoctrination of our students, and restore PATRIOTIC EDUCATION to our schools!",2020-11-02 19:22:20,54829,266544,159
"Joe Biden is bought and paid for by Big Tech, Big Media, Big Donors, and powerful special interests. They are desperate for him to win because they own him, they control him, and they know he will always do their bidding! https://t.co/gsFSghkmdM https://t.co/7zJvOFACWz",2020-11-02 19:12:47,13574,60316,245
"The Depraved Swamp have been trying to stop me – because they know I don’t answer to THEM – I answer only to YOU. Together, we will defeat the corrupt establishment, we will DETHRONE the failed political class, we will drain the Washington Swamp &amp; we will SAVE THE AMERICAN DREAM!",2020-11-02 19:05:15,32040,132178,284
"Biden will RAISE YOUR TAXES (Biggest increase ever!).",2020-11-02 18:48:01,22582,137580,53
"Biden NEVER named his list of Supreme Court Justices. Never even said whether or not he was going to Pack the Court. So how do you vote for this guy?",2020-11-02 18:44:29,18624,108976,149
"MAKE AMERICA GREAT AGAIN!
https://t.co/gsFSghkmdM https://t.co/390duZCB6P",2020-11-02 18:41:56,21865,92648,49
"We have more Cases because we have more Testing!",2020-11-02 18:35:24,30522,292949,48
"https://t.co/RkRbEQcLpW",2020-11-02 18:27:10,7537,40251,23
"Biden can never negotiate with China. They would own the U.S. if he were ever President!",2020-11-02 18:26:56,26981,167622,88
"https://t.co/JNQQOwmP7B",2020-11-02 18:26:52,5999,33719,23
"https://t.co/zvfI1eOKj6",2020-11-02 18:26:35,6199,36124,23
"...our noble history, heritage &amp; heroes; and ANTIFA, the rioters, looters, Marxists, &amp; left-wing extremists. THEY ALL SUPPORT JOE BIDEN!",2020-11-02 18:26:16,9511,45807,144
"...that killed our fellow citizens with illegal drugs, gangs &amp; crime; The far-left Democrats that ruined our public schools, depleted our inner cities, defunded our police, &amp; demeaned your sacred faith &amp; values; The Anti-American radicals defaming...",2020-11-02 18:26:15,9685,49049,262
"Every corrupt force in American life that betrayed you and hurt your are supporting Joe Biden: The failed establishment that started the disastrous foreign wars; The career politicians that offshored your industries &amp; decimated your factories; The open borders lobbyists...",2020-11-02 18:26:13,17817,74948,277
"THANK YOU NORTH CAROLINA!
https://t.co/zeRFGhMQqd",2020-11-02 18:22:15,7597,43648,49
"I PREPAID Millions of Dollars in FEDERAL INCOME TAXES!",2020-11-02 18:17:14,21933,160988,54
"“No President in history has done more for OHIO than President Trump.”",2020-11-02 18:12:51,16640,127058,70
"Biden was a pathetic laughing stock all over Washington for the horrible way he handled the H1N1 Swine Flu. Even his own Chief of Staff said he didn’t know what he was doing!",2020-11-02 18:08:47,16944,93784,174
"Texas, Pennsylvania:
 Biden is against Second Amendment and Fracking. Please remember!",2020-11-02 16:44:14,23788,129799,86
"Landing in North Carolina. See you soon!",2020-11-02 16:38:26,14639,158357,40
"On my way to North Carolina. Big crowds, see you in a little while! https://t.co/gsFSghkmdM",2020-11-02 16:20:50,8582,55686,91
"West Virginia, Get Out and Vote for Patrick Morrisey for Attorney General! He has my Complete and Total Endorsement! https://t.co/paz9zrmeFJ",2020-11-02 16:10:47,8682,43932,116
"This story is FALSE. They did nothing wrong. But the ANTIFA Anarchists, Rioters and Looters, who have caused so much harm and destruction in Democrat run cities, are being seriously looked at! https://t.co/3pmbMllPWS",2020-11-02 15:17:43,22599,94817,192
"Good Morning! Let’s #MAGA! 
https://t.co/gsFSghkmdM https://t.co/MF4A9aDG0R",2020-11-02 14:11:22,16965,77848,51
"As long as I’m in office, NEBRASKA, MICHIGAN, MINNESOTA, and OHIO will bounce back Bigger and Better than ever before! Early Vote polls close today in these Great States and we need YOU to get out and VOTE! Together, we’ll MAKE AMERICA GREAT AGAIN!! https://t.co/7KiL8PyWqG",2020-11-02 13:11:42,16105,81538,273
"...As I said at the debate – “Will you remember that Texas?Pennsylvania? Ohio? New Mexico?” I will always protect American Energy and American Jobs! Get out and VOTE #MAGA!",2020-11-02 06:51:43,17155,96743,172
"Just learned that Sleepy Joe Biden is campaigning in Pennsylvania with Lady Gaga, a proud member of “Artists Against Fracking.” This is more proof that he would ban Fracking and skyrocket your energy prices...",2020-11-02 06:51:42,39849,174515,209
"If you need information on how or where to VOTE, click below! #MAGA https://t.co/gsFSghkmdM",2020-11-02 06:35:55,9681,46528,91
"https://t.co/UELIArQgDG",2020-11-02 06:25:54,24110,129861,23
"For 47 years, Sleepy Joe Biden betrayed Hispanic-Americans. Now he wants to close your small businesses, eliminate school choice, and attack our Hispanic Law Enforcement Heroes. I will always stand with the incredible Hispanic-American community! https://t.co/4KMnlRkg7c",2020-11-02 06:03:47,13673,65015,270
"https://t.co/HkA8VQveK8",2020-11-02 06:02:18,7619,43893,23
"Under my leadership, our ECONOMY is now growing at the fastest rate EVER recorded—33.1%! #MAGA https://t.co/r80uItcwGn",2020-11-02 06:01:06,10109,55139,118
"Thank you Florida! #MAGA 
https://t.co/eRiIiumNIR",2020-11-02 05:55:34,9646,56333,49
"MAKE AMERICA GREAT AGAIN!",2020-11-02 04:24:32,49459,357726,25
"Getting ready to land in the Great State of Florida. See you soon!",2020-11-02 04:22:47,13054,133797,66
"Biden will repeal your Second Amendment and Pack the Court!",2020-11-02 04:21:07,24621,155957,59
"Remember, Third Quarter GDP is the biggest in U.S. history, by far. Next year will be our best ever!",2020-11-02 04:17:56,22356,140566,100
"https://t.co/br2k4cuC3F",2020-11-02 04:16:39,7521,41197,23
"Joe Biden is a corrupt politician who is bought and paid for by China! In 2016, Georgia voted to FIRE this corrupt political establishment and you elected an outsider as President who is finally putting AMERICA FIRST!
https://t.co/vPCsZmKSOX",2020-11-02 04:15:17,9828,47436,241
"https://t.co/Zh8KZ5v2sI",2020-11-02 04:10:45,7421,43483,23
"Thank you Georgia! #MAGA
https://t.co/q6cbQQ0RRh",2020-11-02 03:33:49,10604,62526,48
"https://t.co/NphLmt3evH",2020-11-02 03:32:59,8819,49303,23
"https://t.co/kKYQ9FCNLl",2020-11-02 03:32:49,6725,39870,23
"https://t.co/x6PBOixVOf",2020-11-02 03:32:41,6299,37379,23
"In my opinion, these patriots did nothing wrong. Instead, the FBI &amp; Justice should be investigating the terrorists, anarchists, and agitators of ANTIFA, who run around burning down our Democrat run cities and hurting our people! https://t.co/of6Lna3HMU",2020-11-02 01:18:53,28919,116157,232
"Thank you North Carolina! 
https://t.co/rOjbbWyDV2",2020-11-02 00:52:41,12882,73521,50
"People are forgetting that if Sleepy Joe Biden and the Radical Left Dems win, you will vey quickly lose your Second Amendment! https://t.co/gsFSghkmdM",2020-11-01 22:36:15,13135,58645,150
"Joe Biden is the candidate of rioters, looters, arsonists, gun-grabbers, flag-burners, Marxists, lobbyists, and special interests. I am the candidate of farmers, factory workers, police officers, and hard-working, law-abiding patriots of every race, religion and creed! #MAGA",2020-11-01 22:35:31,48001,203469,275
"Biden will terminate school choice, eliminate charter schools, defund religious schools, ban prayer in public schools, indoctrinate your children with Anti-American lies, and force you to subsidize extreme late-term abortion. We believe that every child is a Sacred Gift from God!",2020-11-01 22:35:04,31136,134854,280
"For decades, Joe Biden let other countries rip you off and cheat America blind! The only people who’ve benefited from his policies are himself &amp; his family. He shows up every 4 years, and then goes back to D.C. and caters to his special interests. My only special interest is YOU.",2020-11-01 22:34:37,24721,110327,284
"https://t.co/kKpYf6l0S1",2020-11-01 22:34:12,7716,41187,23
"https://t.co/pHQwes68K3",2020-11-01 22:34:04,6880,39874,23
"https://t.co/PRSxtZNspW",2020-11-01 22:33:57,6495,36900,23
"https://t.co/aJCL8ocG8c",2020-11-01 22:33:44,8274,49484,23
"Pennsylvania: Biden said that he doesn’t want Fracking. Besides, and more importantly, his handlers won’t allow Fracking. That would be the end of Pennsylvania!",2020-11-01 21:58:59,18402,99696,160
"Biden did a very POOR job of handling H1N1 Swine Flu, yet all he talks about is Covid, Covid, Covid, like he would actually know what he is doing. He doesn’t. Plus, he would be TERRIBLE with the Economy!",2020-11-01 21:53:03,23724,135893,203
"Thank you Iowa!",2020-11-01 21:40:42,17064,184853,15
"Michigan was GREAT! Landing now in Dubuque, Iowa. See you soon.",2020-11-01 19:22:36,18275,151565,63
"Chris Wallace of @FoxNews, by far the lowest rated of the Sunday morning news programs, can’t get over his poor debate performance, probably even worse than Sleepy Joe’s. His show is a total “hit job” on your favorite President, me!",2020-11-01 19:20:37,21627,126019,232
"Biden is a proven Castro puppet! Vote TRUMP",2020-11-01 19:08:34,33646,212917,43
"https://t.co/zKOgbNmRqL",2020-11-01 17:39:22,10511,55426,23
"https://t.co/WbWgZstbps",2020-11-01 17:36:59,9073,49003,23
"Under my leadership, our ECONOMY is now growing at the fastest rate EVER recorded—33.1%! While foreign nations are in freefall, we are creating the world’s greatest ECONOMIC POWERHOUSE! Get out and VOTE on November 3rd, so we can keep it going! #MAGA https://t.co/LMtLmbruru",2020-11-01 17:35:27,11866,56808,274
"You don’t have to take my word on Biden’s 47 years of treachery and betrayal. We have it on tape, watch! https://t.co/rQUAZt7EqX",2020-11-01 17:32:45,26815,78014,128
"I am standing up to the global special interests who got rich bleeding America Dry. The corrupt establishment hates me because I don’t answer to THEM – I answer to YOU! https://t.co/jVsBVaqs2R",2020-11-01 17:32:32,13157,57879,192
"Over the last 4 years, I have fought for Michigan like no one ever has! https://t.co/yYgb3OLeuy",2020-11-01 17:32:10,8500,46501,95
"THANK YOU MICHIGAN!
https://t.co/OsZuEqrWv1",2020-11-01 17:31:12,9802,56900,43
"WATCH: Antifa Shouts ‘Death to Your f**king Empire‘ While Burning U.S. Flag https://t.co/OPO3vE5asK via @BreitbartNews These are Criminal Anarchists and must be brought to Justice! Biden fears them. @FBI",2020-11-01 16:12:12,22791,70929,203
"GOP Rep. Jordan: Trump Winning Margin ‘Is Going to Be So Strong‘ -- ‘It‘s Going to Be a No-Doubter‘ https://t.co/o3iCRi4ROc via @BreitbartNews",2020-11-01 16:05:25,12381,56701,142
"Report: Democrats Growing More Anxious in Pennsylvania https://t.co/xRDgViR47O via @BreitbartNews  Biden would kill Fracking and our great 2nd Amendment. No wonder he’s losing Pennsylvania!",2020-11-01 15:58:20,11177,53495,189
"Being restored immediately. @Facebook stated that they made an “enforcement error”. Thank you! https://t.co/EJDJ0ztbT2",2020-11-01 15:41:22,17506,79555,94
"Joe Biden constantly used the term “Super Predator” when referring to young Black Men, according to my sources.",2020-11-01 15:34:50,25114,143915,111
"https://t.co/gsFSghkmdM https://t.co/zX4bqgtWqH",2020-11-01 15:16:25,24252,89229,23
"WISCONSIN! Vote to defend your family, your Country, and the American Way of Life. Get out and VOTE TODAY before In-Person Absentee Voting ends. Your vote will MAKE AMERICA GREAT AGAIN! https://t.co/1ZHvrX3Hgk",2020-11-01 15:10:59,11267,54539,209
"https://t.co/gsFSghkmdM https://t.co/EBtsPQznVV",2020-11-01 14:57:41,15767,80402,23
"....all I needed, everything went swimmingly from there. He was so highly regarded &amp; respected in Scotland and beyond that years of future turmoil was avoided. Sean was a great actor and an even greater man. Sincere condolences to his family!",2020-11-01 13:54:30,13815,114759,246
"The legendary actor, 007 Sean Connery, has past on to even greener fairways. He was quite a guy, and a tough character. I was having a very hard time getting approvals for a big development in Scotland when Sean stepped in and shouted,“Let him build the damn thing”. That was....",2020-11-01 13:54:29,21135,152302,279
